月份,门店ID,门店名称,业态分类,楼层,经营场景,租赁面积(sqm),月销售额,销售环比(%),租售比(%),欠费总额(元),欠费天数,水电费波动(%),近90天投诉数,进店率(%),成交转化率(%),保证金覆盖率(%),销售同比(%)
2026-06,SHOP_032,渔火砂锅,餐饮,F4,转化恶化,495,271891,-8.5,34.9,25,52,-4.7,1,14.5,9.0,88.2,0.0
2026-07,SHOP_032,渔火砂锅,餐饮,F4,转化恶化,495,325689,19.8,29.1,0,0,7.8,2,14.9,9.2,88.2,0.0
2025-08,SHOP_033,山城冒菜,餐饮,F4,健康,203,1056546,0.0,13.0,912,8,3.5,1,17.0,22.4,149.9,0.0
2025-09,SHOP_033,山城冒菜,餐饮,F4,健康,203,1114545,5.5,12.3,879,16,0.5,1,17.2,22.5,149.9,0.0
2025-10,SHOP_033,山城冒菜,餐饮,F4,健康,203,1154734,3.6,11.9,1646,25,0.5,0,17.3,22.7,149.5,0.0
2025-11,SHOP_033,山城冒菜,餐饮,F4,健康,203,1253291,8.5,11.0,1612,33,0.9,1,17.6,22.9,149.5,0.0
2025-12,SHOP_033,山城冒菜,餐饮,F4,健康,203,1318719,5.2,10.4,0,23,6.1,1,17.8,23.1,150.3,0.0
2026-01,SHOP_033,山城冒菜,餐饮,F4,健康,203,1031412,-21.8,13.3,0,13,-1.3,1,16.9,22.3,150.3,0.0
2026-02,SHOP_033,山城冒菜,餐饮,F4,健康,203,964128,-6.5,14.3,2198,22,-4.0,1,16.7,22.1,149.2,0.0
2026-03,SHOP_033,山城冒菜,餐饮,F4,健康,203,1112387,15.4,12.4,0,4,3.7,1,17.2,22.5,150.3,0.0
2026-04,SHOP_033,山城冒菜,餐饮,F4,健康,203,1129943,1.6,12.2,0,0,2.8,1,17.2,22.6,150.3,0.0
2026-05,SHOP_033,山城冒菜,餐饮,F4,健康,203,1193323,5.6,11.5,2164,6,2.4,1,17.4,22.8,149.3,0.0
2026-06,SHOP_033,山城冒菜,餐饮,F4,健康,203,1124018,-5.8,12.2,0,0,4.9,1,17.2,22.6,150.3,0.0
2026-07,SHOP_033,山城冒菜,餐饮,F4,健康,203,1084314,-3.5,12.7,0,0,-1.2,1,17.1,22.5,150.3,0.0
2025-08,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1181845,0.0,10.9,0,0,-5.7,0,20.9,16.1,113.8,0.0
2025-09,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1291107,9.2,10.0,870,9,4.7,0,21.3,16.3,113.4,0.0
2025-10,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1330321,3.0,9.7,2385,19,1.4,1,21.4,16.4,112.6,0.0
2025-11,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1407845,5.8,9.2,0,6,4.6,1,21.6,16.5,113.8,0.0
2025-12,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1516478,7.7,8.5,0,0,4.1,1,22.0,16.7,113.8,0.0
2026-01,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1166484,-23.1,11.1,1947,8,3.6,1,20.9,16.1,112.8,0.0
2026-02,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1117719,-4.2,11.5,0,0,4.7,0,20.7,16.0,113.8,0.0
2026-03,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1252563,12.1,10.3,2352,5,-1.0,0,21.1,16.2,112.6,0.0
2026-04,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1304194,4.1,9.9,1709,13,-1.1,1,21.3,16.3,112.9,0.0
2026-05,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1357511,4.1,9.5,1128,20,1.7,1,21.5,16.4,113.2,0.0
2026-06,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1288973,-5.0,10.0,2061,24,0.9,0,21.3,16.3,112.8,0.0
2026-07,SHOP_034,鹿港茶餐厅,餐饮,F3,健康,437,1231048,-4.5,10.5,0,0,7.3,1,21.1,16.2,113.8,0.0
2025-08,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1279142,0.0,14.7,1122,5,-1.6,0,22.8,31.6,144.6,0.0
2025-09,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1348698,5.4,13.9,586,13,-3.1,1,23.0,31.8,144.8,0.0
2025-10,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1445442,7.2,13.0,0,0,1.9,2,23.3,32.1,145.1,0.0
2025-11,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1526308,5.6,12.3,38,5,3.9,1,23.5,32.4,145.1,0.0
2025-12,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1616049,5.9,11.6,0,0,-2.6,2,23.8,32.7,145.1,0.0
2026-01,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1235930,-23.5,15.2,2014,5,-0.8,2,22.6,31.4,144.1,0.0
2026-02,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1201985,-2.7,15.6,1535,14,-6.0,2,22.5,31.3,144.4,0.0
2026-03,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1331040,10.7,14.1,0,0,-1.0,1,22.9,31.8,145.1,0.0
2026-04,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1403269,5.4,13.4,200,7,3.6,2,23.2,32.0,145.0,0.0
2026-05,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1458222,3.9,12.9,307,13,4.1,1,23.3,32.2,145.0,0.0
2026-06,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1353670,-7.2,13.9,0,0,3.0,1,23.0,31.8,145.1,0.0
2026-07,SHOP_035,南洋椰子鸡,餐饮,F5,健康,444,1314768,-2.9,14.3,0,0,7.3,2,22.9,31.7,145.1,0.0
2025-08,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,679223,0.0,26.2,0,0,0.1,3,9.6,13.2,139.1,0.0
2025-09,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,700368,3.1,25.4,0,0,-3.9,4,9.7,13.3,139.1,0.0
2025-10,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,738276,5.4,24.1,0,0,-0.4,4,9.8,13.4,139.1,0.0
2025-11,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,722461,-2.1,24.6,2783,6,-0.3,4,9.7,13.4,137.7,0.0
2025-12,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,740125,2.4,24.0,1727,15,-6.0,5,9.8,13.4,138.2,0.0
2026-01,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,570759,-22.9,31.2,2060,24,-10.5,4,9.3,13.0,138.0,0.0
2026-02,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,520170,-8.9,34.2,3613,32,-10.4,5,9.2,12.8,137.3,0.0
2026-03,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,570109,9.6,31.2,4492,39,-5.6,5,9.3,12.9,136.8,0.0
2026-04,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,576065,1.0,30.9,4659,45,-6.4,6,9.4,13.0,136.7,0.0
2026-05,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,553729,-3.9,32.1,5268,50,-10.7,5,9.3,12.9,136.4,0.0
2026-06,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,532223,-3.9,33.4,1517,57,-11.2,5,9.2,12.8,138.3,0.0
2026-07,SHOP_036,松鹤烧肉,餐饮,F3,持续下滑,226,704835,32.4,25.2,8717,21,-13.0,6,9.7,13.3,134.7,0.0
2025-08,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,667288,0.0,15.1,2294,8,-2.1,0,20.9,17.4,122.3,0.0
2025-09,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,714531,7.1,14.1,0,0,1.9,1,21.1,17.5,123.4,0.0
2025-10,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,766397,7.3,13.1,1092,8,-0.9,0,21.4,17.7,122.9,0.0
2025-11,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,789657,3.0,12.7,0,0,2.4,1,21.5,17.8,123.4,0.0
2025-12,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,846588,7.2,11.9,0,0,-5.4,0,21.8,18.0,123.4,0.0
2026-01,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,664472,-21.5,15.1,412,7,1.9,1,20.8,17.4,123.2,0.0
2026-02,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,638837,-3.9,15.8,0,0,0.4,0,20.7,17.3,123.4,0.0
2026-03,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,701080,9.7,14.4,0,0,6.3,0,21.0,17.5,123.4,0.0
2026-04,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,752598,7.3,13.4,0,0,1.8,1,21.3,17.7,123.4,0.0
2026-05,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,748737,-0.5,13.4,158,9,-2.8,0,21.3,17.7,123.4,0.0
2026-06,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,740582,-1.1,13.6,1153,16,-1.4,0,21.3,17.6,122.9,0.0
2026-07,SHOP_037,京巷烤鸭,餐饮,F5,健康,469,694839,-6.2,14.5,0,0,-3.1,0,21.0,17.5,123.4,0.0
2025-08,SHOP_038,米仓日料,餐饮,F3,健康,282,647726,0.0,12.9,717,9,1.1,0,16.0,31.2,153.6,0.0
2025-09,SHOP_038,米仓日料,餐饮,F3,健康,282,700649,8.2,11.9,0,0,-0.7,0,16.2,31.5,153.9,0.0
2025-10,SHOP_038,米仓日料,餐饮,F3,健康,282,730458,4.3,11.4,0,0,5.6,0,16.3,31.7,153.9,0.0
2025-11,SHOP_038,米仓日料,餐饮,F3,健康,282,775709,6.2,10.7,0,0,6.1,1,16.5,32.0,153.9,0.0
2025-12,SHOP_038,米仓日料,餐饮,F3,健康,282,819737,5.7,10.2,1677,8,-1.3,0,16.7,32.3,153.1,0.0
2026-01,SHOP_038,米仓日料,餐饮,F3,健康,282,624276,-23.8,13.3,1902,14,-1.9,0,15.9,31.0,153.0,0.0
2026-02,SHOP_038,米仓日料,餐饮,F3,健康,282,610959,-2.1,13.6,0,0,2.3,0,15.8,31.0,153.9,0.0
2026-03,SHOP_038,米仓日料,餐饮,F3,健康,282,680624,11.4,12.2,543,9,2.8,1,16.1,31.4,153.7,0.0
2026-04,SHOP_038,米仓日料,餐饮,F3,健康,282,709600,4.3,11.7,1429,18,1.4,0,16.2,31.6,153.2,0.0
2026-05,SHOP_038,米仓日料,餐饮,F3,健康,282,747102,5.3,11.2,0,9,-0.7,1,16.4,31.8,153.9,0.0
2026-06,SHOP_038,米仓日料,餐饮,F3,健康,282,707687,-5.3,11.8,0,0,4.7,1,16.2,31.6,153.9,0.0
2026-07,SHOP_038,米仓日料,餐饮,F3,健康,282,675716,-4.5,12.3,0,0,7.9,0,16.1,31.4,153.9,0.0
2025-08,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,934994,0.0,18.1,0,0,-2.0,0,14.6,35.6,148.9,0.0
2025-09,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,991454,6.0,17.1,0,0,5.1,1,14.8,35.9,148.9,0.0
2025-10,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,1029171,3.8,16.5,0,0,-2.1,0,14.9,36.1,148.9,0.0
2025-11,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,1076036,4.6,15.8,914,7,1.3,0,15.0,36.3,148.4,0.0
2025-12,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,1144302,6.3,14.8,0,0,-0.9,1,15.2,36.7,148.9,0.0
2026-01,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,874664,-23.6,19.4,0,0,-3.6,0,14.4,35.2,148.9,0.0
2026-02,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,870657,-0.5,19.5,0,0,-4.8,0,14.4,35.2,148.9,0.0
2026-03,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,978847,12.4,17.3,649,9,2.4,1,14.7,35.8,148.5,0.0
2026-04,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,998871,2.0,17.0,1284,14,-4.0,0,14.8,35.9,148.2,0.0
2026-05,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,1019526,2.1,16.6,0,4,-2.6,0,14.9,36.0,148.9,0.0
2026-06,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,986360,-3.3,17.2,0,0,4.3,0,14.8,35.8,148.9,0.0
2026-07,SHOP_039,半山牛肉粉,餐饮,F3,健康,141,947864,-3.9,17.9,0,0,7.5,0,14.7,35.6,148.9,0.0
2025-08,SHOP_040,桂满陇,餐饮,F3,健康,469,866195,0.0,19.9,50,8,0.5,0,24.0,24.8,138.2,0.0
2025-09,SHOP_040,桂满陇,餐饮,F3,健康,469,925450,6.8,18.6,0,0,6.4,0,24.3,25.0,138.2,0.0
2025-10,SHOP_040,桂满陇,餐饮,F3,健康,469,958270,3.5,18.0,1844,6,0.2,0,24.4,25.1,137.3,0.0
2025-11,SHOP_040,桂满陇,餐饮,F3,健康,469,1029097,7.4,16.8,0,0,3.5,0,24.8,25.4,138.2,0.0
2025-12,SHOP_040,桂满陇,餐饮,F3,健康,469,1078382,4.8,16.0,0,0,-4.6,0,25.0,25.6,138.2,0.0
2026-01,SHOP_040,桂满陇,餐饮,F3,健康,469,841223,-22.0,20.5,913,10,-5.8,1,23.9,24.7,137.7,0.0
2026-02,SHOP_040,桂满陇,餐饮,F3,健康,469,798135,-5.1,21.6,0,0,-1.8,0,23.7,24.5,138.2,0.0
2026-03,SHOP_040,桂满陇,餐饮,F3,健康,469,896766,12.4,19.2,0,0,0.3,0,24.1,24.9,138.2,0.0
2026-04,SHOP_040,桂满陇,餐饮,F3,健康,469,967243,7.9,17.8,1266,5,-1.7,0,24.5,25.2,137.6,0.0
2026-05,SHOP_040,桂满陇,餐饮,F3,健康,469,988145,2.2,17.5,621,9,6.4,0,24.6,25.2,137.9,0.0
2026-06,SHOP_040,桂满陇,餐饮,F3,健康,469,956605,-3.2,18.0,0,0,1.1,0,24.4,25.1,138.2,0.0
2026-07,SHOP_040,桂满陇,餐饮,F3,健康,469,889867,-7.0,19.4,0,0,7.0,0,24.1,24.9,138.2,0.0
2025-08,SHOP_041,花椒院子,餐饮,F3,短期波动,391,965431,0.0,23.7,1791,10,3.1,1,11.7,23.6,109.2,0.0
2025-09,SHOP_041,花椒院子,餐饮,F3,短期波动,391,985277,2.1,23.2,0,0,-2.2,1,11.8,23.6,110.1,0.0
2025-10,SHOP_041,花椒院子,餐饮,F3,短期波动,391,1087372,10.4,21.0,0,0,-6.1,2,12.0,24.0,110.1,0.0
2025-11,SHOP_041,花椒院子,餐饮,F3,短期波动,391,1120922,3.1,20.4,0,0,-5.8,3,12.1,24.1,110.1,0.0
2025-12,SHOP_041,花椒院子,餐饮,F3,短期波动,391,1162602,3.7,19.7,0,0,-0.0,2,12.2,24.2,110.1,0.0
2026-01,SHOP_041,花椒院子,餐饮,F3,短期波动,391,905112,-22.1,25.3,1577,8,-0.1,2,11.6,23.4,109.3,0.0
2026-02,SHOP_041,花椒院子,餐饮,F3,短期波动,391,848084,-6.3,27.0,0,0,-5.9,3,11.5,23.2,110.1,0.0
2026-03,SHOP_041,花椒院子,餐饮,F3,短期波动,391,931861,9.9,24.6,0,0,1.8,3,11.7,23.4,110.1,0.0
2026-04,SHOP_041,花椒院子,餐饮,F3,短期波动,391,976943,4.8,23.4,0,0,-6.3,2,11.8,23.6,110.1,0.0
2026-05,SHOP_041,花椒院子,餐饮,F3,短期波动,391,1019203,4.3,22.5,0,0,-3.2,4,11.8,23.7,110.1,0.0
2026-06,SHOP_041,花椒院子,餐饮,F3,短期波动,391,926514,-9.1,24.7,0,0,5.3,4,11.6,23.4,110.1,0.0
2026-07,SHOP_041,花椒院子,餐饮,F3,短期波动,391,996249,7.5,23.0,0,0,-9.0,4,11.8,23.7,110.1,0.0
2025-08,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,488531,0.0,17.6,524,8,-2.3,1,13.6,27.7,113.0,0.0
2025-09,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,496576,1.6,17.3,961,15,3.4,0,13.7,27.7,112.8,0.0
2025-10,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,532904,7.3,16.1,1153,25,-6.2,1,13.9,28.0,112.7,0.0
2025-11,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,548758,3.0,15.6,0,10,-5.9,0,13.9,28.2,113.3,0.0
2025-12,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,586603,6.9,14.6,0,0,0.9,0,14.1,28.4,113.3,0.0
2026-01,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,443579,-24.4,19.3,130,9,-5.6,0,13.4,27.3,113.2,0.0
2026-02,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,429212,-3.2,20.0,0,0,-8.3,0,13.4,27.2,113.3,0.0
2026-03,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,481738,12.2,17.8,0,0,2.3,1,13.6,27.6,113.3,0.0
2026-04,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,500527,3.9,17.1,2470,8,-0.7,2,13.7,27.8,112.1,0.0
2026-05,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,507545,1.4,16.9,0,0,4.0,2,13.7,27.8,113.3,0.0
2026-06,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,481098,-5.2,17.8,0,0,-6.0,1,13.6,27.6,113.3,0.0
2026-07,SHOP_042,竹里火锅,餐饮,F3,短期波动,452,502059,4.4,17.1,0,0,0.8,1,13.7,27.8,113.3,0.0
2025-08,SHOP_043,青柠泰厨,餐饮,F4,健康,134,397345,0.0,12.4,0,0,0.2,1,13.4,27.3,92.7,0.0
2025-09,SHOP_043,青柠泰厨,餐饮,F4,健康,134,421505,6.1,11.7,0,0,-1.9,2,13.5,27.5,92.7,0.0
2025-10,SHOP_043,青柠泰厨,餐饮,F4,健康,134,447051,6.1,11.0,165,6,-5.3,2,13.6,27.7,92.7,0.0
2025-11,SHOP_043,青柠泰厨,餐饮,F4,健康,134,463360,3.6,10.6,0,0,3.4,3,13.7,27.9,92.7,0.0
2025-12,SHOP_043,青柠泰厨,餐饮,F4,健康,134,509657,10.0,9.7,951,6,-2.3,1,14.0,28.3,92.3,0.0
2026-01,SHOP_043,青柠泰厨,餐饮,F4,健康,134,389635,-23.5,12.7,0,0,3.2,2,13.3,27.2,92.7,0.0
2026-02,SHOP_043,青柠泰厨,餐饮,F4,健康,134,379093,-2.7,13.0,0,0,1.9,1,13.2,27.1,92.7,0.0
2026-03,SHOP_043,青柠泰厨,餐饮,F4,健康,134,417742,10.2,11.8,1599,5,1.4,3,13.5,27.5,91.9,0.0
2026-04,SHOP_043,青柠泰厨,餐饮,F4,健康,134,437841,4.8,11.3,0,0,3.1,2,13.6,27.6,92.7,0.0
2026-05,SHOP_043,青柠泰厨,餐饮,F4,健康,134,465467,6.3,10.6,0,0,1.6,4,13.8,27.9,92.7,0.0
2026-06,SHOP_043,青柠泰厨,餐饮,F4,健康,134,434320,-6.7,11.4,0,0,-1.8,3,13.6,27.6,92.7,0.0
2026-07,SHOP_043,青柠泰厨,餐饮,F4,健康,134,415464,-4.3,11.9,0,0,0.4,3,13.5,27.4,92.7,0.0
2025-08,SHOP_044,云海米线,餐饮,F4,健康,475,799158,0.0,19.5,93,10,6.6,1,23.9,21.8,91.3,0.0
2025-09,SHOP_044,云海米线,餐饮,F4,健康,475,848053,6.1,18.4,0,0,1.0,0,24.2,22.0,91.4,0.0
2025-10,SHOP_044,云海米线,餐饮,F4,健康,475,919152,8.4,16.9,837,5,-3.6,2,24.6,22.3,91.0,0.0
2025-11,SHOP_044,云海米线,餐饮,F4,健康,475,954647,3.9,16.3,522,9,0.1,2,24.7,22.4,91.1,0.0
2025-12,SHOP_044,云海米线,餐饮,F4,健康,475,1004568,5.2,15.5,1105,15,1.7,0,25.0,22.6,90.8,0.0
2026-01,SHOP_044,云海米线,餐饮,F4,健康,475,779176,-22.4,20.0,1284,19,-6.4,1,23.8,21.8,90.7,0.0
2026-02,SHOP_044,云海米线,餐饮,F4,健康,475,754265,-3.2,20.6,1777,25,2.1,1,23.7,21.7,90.5,0.0
2026-03,SHOP_044,云海米线,餐饮,F4,健康,475,853797,13.2,18.2,0,12,-2.0,1,24.2,22.0,91.4,0.0
2026-04,SHOP_044,云海米线,餐饮,F4,健康,475,887567,4.0,17.5,2201,19,3.4,3,24.4,22.2,90.3,0.0
2026-05,SHOP_044,云海米线,餐饮,F4,健康,475,892326,0.5,17.4,1635,24,1.7,1,24.4,22.2,90.6,0.0
2026-06,SHOP_044,云海米线,餐饮,F4,健康,475,892300,-0.0,17.4,1239,28,-2.5,1,24.4,22.2,90.8,0.0
2026-07,SHOP_044,云海米线,餐饮,F4,健康,475,827412,-7.3,18.8,0,0,-1.0,2,24.1,22.0,91.4,0.0
2025-08,SHOP_045,烟火烤肉,餐饮,F4,健康,359,629884,0.0,13.7,0,0,5.6,1,21.2,18.0,155.8,0.0
2025-09,SHOP_045,烟火烤肉,餐饮,F4,健康,359,665373,5.6,13.0,0,0,0.3,1,21.4,18.1,155.8,0.0
2025-10,SHOP_045,烟火烤肉,餐饮,F4,健康,359,714086,7.3,12.1,0,0,-1.0,0,21.7,18.3,155.8,0.0
2025-11,SHOP_045,烟火烤肉,餐饮,F4,健康,359,740974,3.8,11.7,165,9,1.3,1,21.9,18.4,155.7,0.0
2025-12,SHOP_045,烟火烤肉,餐饮,F4,健康,359,781563,5.5,11.1,44,19,0.1,2,22.1,18.5,155.7,0.0
2026-01,SHOP_045,烟火烤肉,餐饮,F4,健康,359,603346,-22.8,14.4,1728,25,0.4,0,21.1,17.9,154.9,0.0
2026-02,SHOP_045,烟火烤肉,餐饮,F4,健康,359,599865,-0.6,14.4,1176,29,2.6,1,21.0,17.8,155.2,0.0
2026-03,SHOP_045,烟火烤肉,餐饮,F4,健康,359,650467,8.4,13.3,2129,38,6.5,1,21.4,18.0,154.7,0.0
2026-04,SHOP_045,烟火烤肉,餐饮,F4,健康,359,684598,5.2,12.6,638,42,-0.1,1,21.6,18.2,155.4,0.0
2026-05,SHOP_045,烟火烤肉,餐饮,F4,健康,359,723230,5.6,12.0,0,29,0.8,1,21.8,18.3,155.8,0.0
2026-06,SHOP_045,烟火烤肉,餐饮,F4,健康,359,685553,-5.2,12.6,1733,38,2.8,1,21.6,18.2,154.9,0.0
2026-07,SHOP_045,烟火烤肉,餐饮,F4,健康,359,645916,-5.8,13.4,0,0,-0.9,2,21.3,18.0,155.8,0.0
2025-08,SHOP_046,一碗兰州,餐饮,F3,健康,358,661873,0.0,19.9,0,0,1.4,2,11.7,26.3,108.9,0.0
2025-09,SHOP_046,一碗兰州,餐饮,F3,健康,358,673982,1.8,19.5,482,5,1.9,2,11.8,26.4,108.7,0.0
2025-10,SHOP_046,一碗兰州,餐饮,F3,健康,358,730884,8.4,18.0,0,0,-0.7,0,11.9,26.7,108.9,0.0
2025-11,SHOP_046,一碗兰州,餐饮,F3,健康,358,758468,3.8,17.4,0,0,-1.8,1,12.0,26.8,108.9,0.0
2025-12,SHOP_046,一碗兰州,餐饮,F3,健康,358,817326,7.8,16.1,0,0,5.5,2,12.2,27.1,108.9,0.0
2026-01,SHOP_046,一碗兰州,餐饮,F3,健康,358,632389,-22.6,20.8,0,0,-5.2,2,11.6,26.1,108.9,0.0
2026-02,SHOP_046,一碗兰州,餐饮,F3,健康,358,595143,-5.9,22.1,0,0,2.9,2,11.5,25.9,108.9,0.0
2026-03,SHOP_046,一碗兰州,餐饮,F3,健康,358,664360,11.6,19.8,0,0,-3.2,1,11.7,26.3,108.9,0.0
2026-04,SHOP_046,一碗兰州,餐饮,F3,健康,358,689477,3.8,19.1,0,0,3.5,2,11.8,26.4,108.9,0.0
2026-05,SHOP_046,一碗兰州,餐饮,F3,健康,358,733163,6.3,18.0,0,0,-2.0,3,11.9,26.7,108.9,0.0
2026-06,SHOP_046,一碗兰州,餐饮,F3,健康,358,688147,-6.1,19.1,0,0,2.7,1,11.8,26.4,108.9,0.0
2026-07,SHOP_046,一碗兰州,餐饮,F3,健康,358,662891,-3.7,19.9,0,0,0.6,2,11.7,26.3,108.9,0.0
2025-08,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,487778,0.0,22.0,1361,4,-8.2,1,14.2,17.0,154.0,0.0
2025-09,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,513724,5.3,20.9,0,0,-4.2,1,14.4,17.2,154.7,0.0
2025-10,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,530523,3.3,20.2,0,0,-2.1,0,14.4,17.3,154.7,0.0
2025-11,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,571445,7.7,18.8,325,5,-6.2,1,14.6,17.4,154.5,0.0
2025-12,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,575735,0.8,18.7,2008,13,1.3,0,14.7,17.5,153.7,0.0
2026-01,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,457728,-20.5,23.5,904,23,-1.5,1,14.1,16.9,154.2,0.0
2026-02,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,421082,-8.0,25.5,0,7,-2.5,0,13.9,16.7,154.7,0.0
2026-03,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,469688,11.5,22.9,2449,16,0.7,0,14.1,17.0,153.4,0.0
2026-04,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,497727,6.0,21.6,0,0,-7.6,1,14.3,17.1,154.7,0.0
2026-05,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,512822,3.0,20.9,0,0,-2.7,2,14.3,17.2,154.7,0.0
2026-06,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,477206,-6.9,22.5,358,4,-6.8,0,14.2,17.0,154.5,0.0
2026-07,SHOP_047,黑石牛排,餐饮,F5,短期波动,502,507517,6.4,21.2,0,0,-7.6,1,14.3,17.1,154.7,0.0
2025-08,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,628705,0.0,28.5,1714,10,-0.1,3,10.4,10.2,107.1,0.0
2025-09,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,628517,-0.0,28.5,1963,15,-5.5,3,10.4,10.2,107.0,0.0
2025-10,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,656418,4.4,27.3,0,0,-6.0,3,10.5,10.2,108.0,0.0
2025-11,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,653638,-0.4,27.4,3567,7,-4.3,3,10.5,10.2,106.2,0.0
2025-12,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,696852,6.6,25.7,3836,11,-9.3,3,10.6,10.3,106.1,0.0
2026-01,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,514082,-26.2,34.9,1771,19,-12.4,4,10.1,9.9,107.1,0.0
2026-02,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,476973,-7.2,37.6,1790,25,-4.1,3,10.0,9.8,107.1,0.0
2026-03,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,506874,6.3,35.3,4132,35,-10.5,4,10.1,9.9,105.9,0.0
2026-04,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,531519,4.9,33.7,6212,45,-11.9,3,10.1,9.9,104.9,0.0
2026-05,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,535911,0.8,33.4,3520,54,-11.6,5,10.2,10.0,106.2,0.0
2026-06,SHOP_048,喜悦甜品,餐饮,F5,持续下滑,124,483197,-9.8,37.1,7388,58,-14.2,4,10.0,9.8,104.3,0.0
